Code,Debt,Dividend Yield,EPS Yield,FCF
CTVA,0.91682002208318,0.011078146167642643,0.04191012799109627,0.04703221965316752
NTR,1.5049109233723756,0.038931783877733425,0.0683115448352053,0.10816881330890565
CF,1.0827862873814733,0.021778160361300633,0.07658829977604274,0.032965118115281807
MOS,2.1731534569983135,0.025962508343384646,0.09557470497515988,0.06896623172063836
FMC,4.556492919554082,0.03651155957485402,0.037205651491365774,0.025833531989924267
ICL,1.2067817558554703,0.05195599748829914,0.08072388676128256,0.10823117796526448
SMG,14.370119729307651,0.03585599372462168,0.00866633265176238,0.22975014064107657
UAN,3.5648283810975014,0.2319993791352327,0.1024935874710654,0.15678886498504607
IPI,0.12513295376337358,0.03595822395001535,-0.03595397890699904,0.07448153772264808
AVD,3.91339011069493,0.009290791039389382,0.019305019305019305,-0.2007964280205898
AA,5.111801242236025,0.012060848962310536,-0.08484632728135755,-0.08558246249968299
CRH,1.505677399284492,0.047756083494958745,0.0018629823086542517,0.008427695371450297
MLM,1.8750593824228028,0.004720271535407385,0.031150823971912725,0.0228472784239029
VMC,1.6692727910589886,0.006472280622172761,0.02510655604120999,0.018048559556599255
JHX,0.9689726376152085,0.025404860097390736,0.0330672268907563,0.026053127511941585
CX,2.239019581585246,0.4141643259608243,0.01642999647928647,0.0724149165097434
EXP,1.5112946113431602,0.0038406357503559954,0.05080128996226928,0.048269951834032564
SUM,3.603696093225042,0.00014346955191110844,0.03836661431456136,0.014109373704969275
BCC,0.5522873021599234,0.057795737981291416,0.08031520125161119,0.07396858781824374
TGLS,0.6304842630814665,0.006987866987447453,0.06842206419373438,0.024495387208479685
LOMA,0.4301781399133646,70.77512883433883,0.03494011976047904,-24.406967038441692
CPAC,2.1279663257213737,0.3351698135548405,0.08713584288052373,0.4393279691457284
DOW,3.372262773722628,0.04893160714053936,0.03879531799928001,0.05961753455061144
CE,7.360053440213761,0.016376622126457813,0.05254903748751302,0.08322106995634608
HUN,4.223918575063613,0.037922594370729736,0.0038819272992655384,0.017053947764351835
TROX,6.0964912280701755,0.032344962186871606,-0.020305157510007544,-0.0036755638848717737
BAK,17.460567182964212,0.0017349706003035455,-0.2364672364672365,-0.7259970177761942
WLKP,0.9103196005903682,0.08678396658068563,0.07088118196672266,0.4804991080425821
ASIX,2.895604590419685,0.022211329807837545,0.007390176695605659,-0.05037341170869472
LXU,7.473340662360863,0.0032014460111514558,0.03416856492027335,0.05545458495895068
VHI,8.166134185303514,0.01880486894282133,-0.030397802005085788,0.09319775500179925
AMR,0.007055700746613346,0.00697233700384231,0.1251924993205906,0.15399708856155767
HCC,0.24784262706776894,0.013134980956608576,0.14168039538714994,0.027419379057768933
ARCH,0.2033378913386598,0.06319650330400398,0.1064230705184306,0.1539705732536385
SXC,1.8265723855601042,0.035166543102483745,0.06361266160751883,0.13501821245711182
SCCO,1.2699717806606168,0.03530638995409829,0.027037176117161096,0.024795474080364754
FCX,1.0290061816452687,0.01282963418556717,0.028369702011475866,0.017343764732340807
HBM,1.6493709478924274,0.0018742790318786102,0.05142857142857143,0.08158554550281163
TGB,3.4215863113903398,0.007779314566683193,0.06451612903225808,-0.012285624833969189
NEM,1.9046908315565032,0.03371316030989416,0.0488405972026127,0.0016552309755038285
AEM,0.5069972683061721,0.021653850807694903,0.039742268823532385,0.03616966537518133
GOLD,0.9717525773195876,0.024102170986859784,0.05380016563197059,0.020314686974638965
WPM,0.007458616222746205,0.018655209049133516,0.027747895428854398,-0.012902750374358648
FNV,0.004182306669931978,0.010246803308127769,0.029629529866902808,0.017717510623607387
GFI,0.16634564130351173,0.031509281099497584,0.04153555695405916,0.06981925217223099
AU,1.16836883571637,0.01147330334783659,0.06891891891891894,-0.0016620205784249268
KGC,0.6452000282982432,0.019639565299991422,0.07696212480964156,0.06329951785473918
PAAS,1.1607647547797173,0.0267618573412356,0.0013323917764779558,0.0059837897758866975
AGI,0.1922679320388387,0.0059386607742286735,0.03666759467369236,0.023446166530346597
BTG,0.0064430106764431175,0.05655785727703437,0.097242210898907,0.13084318987995794
EGO,1.3662437693384362,0.002201195684615498,0.05472636815920398,-0.007441580371702368
OR,1.0352524357838795,0.013265492468906114,0.034713763702801465,-0.032471588620779535
IAG,2.3979075610593124,0.01871605153859512,0.045045045045045036,-0.3669409883320372
SAND,3.0105693691077673,0.011339162192244777,0.017142857142857144,0.06680546261663566
CGAU,0.3515136444880502,0.035662142917093825,0.07327755150730221,0.2765931415658364
GROY,-2.7924384673940623,0.008299767415579723,-0.026595744680851068,-0.10478164982435383
CTGO,-1.7747415180211872,0.16810783288932582,-0.32544080604534004,-0.07275857796199947
CMCL,0.15872425841944837,0.0543185351715311,0.03401043096349163,-0.043440422642421164
GLDG,-0.0015545451012397497,0.020855773105368233,-0.3057142857142857,-0.14478306901005558
ARMN,2.290333355189111,0.02098742903487429,0.02797222222222222,-0.11209814476885645
SSD,0.9076904291499273,0.005275023869221057,0.03899503118382375,0.037337527946202265
WFG,0.2703347162602342,0.015695805013938444,-0.013536966331135023,0.027840195762314883
EVA,118.6890320036801,3.3492743397486473,-9.611451942740285,-10.087840212133138
SLB,1.433720464557469,0.018305404996532774,0.05710319704458822,0.05811484365215036
HAL,1.438500659257864,0.016761048824579985,0.0810767398991895,0.06859934415833252
TS,0.006231722485589059,0.03859764593923852,0.15661237785016285,0.17095201117688055
FTI,1.1223276407337128,0.008054564118212941,0.02673306041671654,0.06648949515126483
NOV,1.7764350453172206,0.010275075643067478,0.06482081674229097,-0.0036417989620998654
